ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Theatre,Massacre,all_participants,nuclear_countries_involved,active_nuclear_countries_during_conflict
Aizkraulke1279,LATVIA,56.5930499,25.2431539,20,AIZKRAULKE,1279.0,"['Teutonic', 'Lithuania', 'Lithuania', 'Riga', 'Livonian', 'German']",EARLY WARS OF THE TEUTONIC KNIGHTS,LITHUANIA,LIVONIAN ORDER,LAND,NO,"[""['Teutonic'"", ""'Lithuania'"", ""'Lithuania'"", ""'Riga'"", ""'Livonian'"", ""'German']"", 'LITHUANIA', 'LIVONIAN ORDER']",None,None
Ajnadin634,IRAQ,31.683333,34.95,20,AJNADIN,634.0,"['Muslim', 'Syria', 'Muslim', 'Byzantine', 'Palestine', 'Muslim', 'Mesopotamia', 'Jerusalem', 'Gaza']",MUSLIM CONQUEST OF SYRIA,MUSLIM UMMAH,BYZANTIUM,LAND,NO,"[""['Muslim'"", ""'Syria'"", ""'Muslim'"", ""'Byzantine'"", ""'Palestine'"", ""'Muslim'"", ""'Mesopotamia'"", ""'Jerusalem'"", ""'Gaza']"", 'MUSLIM UMMAH', 'BYZANTIUM']",None,None
Aka Khel1920,PAKISTAN,33.8079054,70.1481411,20,AKA KHEL,1920.0,"['Barari Tangi', 'Mahsud', 'Afghanistan', 'Mahsud']",WAZIRISTAN CAMPAIGN,UNITED KINGDOM,WAZIRI TRIBESMEN,LAND,NO,"[""['Barari Tangi'"", ""'Mahsud'"", ""'Afghanistan'"", ""'Mahsud']"", 'UNITED KINGDOM', 'WAZIRI TRIBESMEN']",united kingdom,None
Akasaka1331,JAPAN,35.6757238,139.7360778,20,AKASAKA,1331.0,"['Japanese', 'Kyoto', 'Samurai', 'Kusunoki', 'Akasaka', 'Kawachi', 'Nara', 'Japanese', 'Imperialist']",GENKO WAR,JAPANESE REGENT HOJO TAKATOKI,KUSUNOKI MASASHIGE,LAND,NO,"[""['Japanese'"", ""'Kyoto'"", ""'Samurai'"", ""'Kusunoki'"", ""'Akasaka'"", ""'Kawachi'"", ""'Nara'"", ""'Japanese'"", ""'Imperialist']"", 'JAPANESE REGENT HOJO TAKATOKI', 'KUSUNOKI MASASHIGE']",None,None
Ake1528,MEXICO,20.951131,-89.30476,20,AKE,1528.0,"['Spanish', 'Yucatan', 'Yucatan', 'Hernan Cortes', 'Cozumel Island', 'Monteja', 'Tizimin', 'Spaniards', 'Monteja']",SPANISH CONQUEST OF YUCATAN,SPAIN,NORTHERN MAYA,LAND,NO,"[""['Spanish'"", ""'Yucatan'"", ""'Yucatan'"", ""'Hernan Cortes'"", ""'Cozumel Island'"", ""'Monteja'"", ""'Tizimin'"", ""'Spaniards'"", ""'Monteja']"", 'SPAIN', 'NORTHERN MAYA']",None,None
Akhalkalaki1810,GEORGIA,41.4025151,43.4871631,21,AKHALKALAKI,1810.0,"['Russo-Persian', 'Russian', 'Persian', 'Georgia', 'Russian', 'Russian', 'Persian', 'Tbilisi', 'Persian']",RUSSO-PERSIAN WARS,RUSSIA,PERSIA,LAND,NO,"[""['Russo-Persian'"", ""'Russian'"", ""'Persian'"", ""'Georgia'"", ""'Russian'"", ""'Russian'"", ""'Persian'"", ""'Tbilisi'"", ""'Persian']"", 'RUSSIA', 'PERSIA']",russia,None
Akhaltsikhe1828,GEORGIA,41.6434293,42.9934449,21,AKHALTSIKHE,1828.0,"['Russo', 'Russians', 'Greek', 'Turkish', 'Russian']",RUSSO-TURKISH WARS,RUSSIA,OTTOMAN EMPIRE,LAND,NO,"[""['Russo'"", ""'Russians'"", ""'Greek'"", ""'Turkish'"", ""'Russian']"", 'RUSSIA', 'OTTOMAN EMPIRE']",russia,None
Akhaltsikhe1853,GEORGIA,41.6434293,42.9934449,21,AKHALTSIKHE,1853.0,"['Turkish', 'Russian', 'Russians', 'Turks', 'Russian']",['CRIMEAN WAR'],RUSSIA,OTTOMAN EMPIRE,LAND,NO,"[""['Turkish'"", ""'Russian'"", ""'Russians'"", ""'Turks'"", ""'Russian']"", 'RUSSIA', 'OTTOMAN EMPIRE']",russia,None
Akhsikath1503,UZBEKISTAN,39.8958945,70.5203228,21,AKHSIKATH,1503.0,"['Samarkand', 'Tashkent', 'Mughalstan', 'Uzbek', 'Khans', 'Akhsikath', 'Tashkent', 'Ferghana Province']",MUGHAL-UZBEK WARS,UZBEKS,MUGHAL EMPIRE,LAND,NO,"[""['Samarkand'"", ""'Tashkent'"", ""'Mughalstan'"", ""'Uzbek'"", ""'Khans'"", ""'Akhsikath'"", ""'Tashkent'"", ""'Ferghana Province']"", 'UZBEKS', 'MUGHAL EMPIRE']",None,None
Akhulgo1839,RUSSIA,42.464,46.4434,21,AKHULGO,1839.0,['Russian'],RUSSIAN CONQUEST OF THE CAUCASUS,RUSSIA,DAGESTAN,LAND,NO,"[""['Russian']"", 'RUSSIA', 'DAGESTAN']",russia,None
Akra721,IRAQ,36.7411205,43.8808488,21,AKRA,721.0,"['Muslim', 'Yazid', 'Iraq', 'Wasit', 'Maslama']",MUSLIM CIVIL WARS,UMAYYAD CALIPHATE,GOVERNOR OF IRAQ,LAND,NO,"[""['Muslim'"", ""'Yazid'"", ""'Iraq'"", ""'Wasit'"", ""'Maslama']"", 'UMAYYAD CALIPHATE', 'GOVERNOR OF IRAQ']",None,None
Akraba633,SAUDI ARABIA,23.1110709,47.5921903,21,AKRABA,633.0,"['Muslim', 'Muslim', 'Musaylima', 'Akraba', 'Najd Province', 'Saudi Arabia', 'Musaylima', 'Medina']",MUSLIM CIVIL WARS,MUSLIM CALIPHATE,PROPHET MUSAILYMA,LAND,YES,"[""['Muslim'"", ""'Muslim'"", ""'Musaylima'"", ""'Akraba'"", ""'Najd Province'"", ""'Saudi Arabia'"", ""'Musaylima'"", ""'Medina']"", 'MUSLIM CALIPHATE', 'PROPHET MUSAILYMA']",None,None
Akroinos739,TURKEY,38.7568852,30.5387038,21,AKROINOS,739.0,"['Muslim', 'Arab', 'Afyonkarahisar', 'Turkey']",EARLY BYZANTINE-MUSLIM WARS,BYZANTIUM,UMMAYAD CALIPHATE,LAND,NO,"[""['Muslim'"", ""'Arab'"", ""'Afyonkarahisar'"", ""'Turkey']"", 'BYZANTIUM', 'UMMAYAD CALIPHATE']",None,None
Al Faw1986,IRAQ,30.0925375,47.9505417,31,AL FAW,1986.0,"['Basra', 'Iran', 'Iraqi', 'Iraqi', 'Iran']",['IRAQ-IRAN WAR'],IRAN,IRAQ,LAND,NO,"[""['Basra'"", ""'Iran'"", ""'Iraqi'"", ""'Iraqi'"", ""'Iran']"", 'IRAN', 'IRAQ']",None,None
Al Faw1988,IRAQ,30.0925375,47.9505417,31,AL FAW,1988.0,['Iran'],['IRAQ-IRAN WAR'],IRAQ,IRAN,LAND,NO,"[""['Iran']"", 'IRAQ', 'IRAN']",None,None
Al Khufrah1931,LIBYA,24.1325679,23.2598362,35,AL KHUFRAH,1931.0,"['Italo', 'Bedouin', 'Italian', 'Libya']",ITALO-SENUSSI WAR,ITALY,SENUSSI REBELS,LAND,NO,"[""['Italo'"", ""'Bedouin'"", ""'Italian'"", ""'Libya']"", 'ITALY', 'SENUSSI REBELS']",None,None
Al Safra1812,SAUDI ARABIA,24.088825,39.0603544,"SHOWALTER, P480",AL SAFRA,1812.0,,OTTOMAN SAUDI WAR 1811,HOUSE OF SAUD,OTTOMAN EMPIRE,LAND,NO,"['', 'HOUSE OF SAUD', 'OTTOMAN EMPIRE']",None,None
Al-Mukhtara883,IRAQ,30.4399196,48.1220583,38,AL-MUKHTARA,883.0,"['Iraq', 'Basra']",ZANDJ SLAVE REBELLION,MUSLIM CALIPHATE,BLACK SLAVES,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Iraq'"", ""'Basra']"", 'MUSLIM CALIPHATE', 'BLACK SLAVES']",None,None
"al, Damietta1218-1219",EGYPT,31.4175388,31.8144434,285,"AL, DAMIETTA",,['Palestine'],5TH CRUSADE,"KINGDOM OF JERUSALEM, EUROPEAN CRUSADERS",EGYPT,LAND,NO,"[""['Palestine']"", 'KINGDOM OF JERUSALEM', 'EUROPEAN CRUSADERS', 'EGYPT']",None,None
Alacer do Sol1217,PORTUGAL,38.3725007,-8.5110083,25,ALACER DO SOL,1217.0,"['Christian', 'Moors', 'Iberia', 'Portugal', 'Lisbon']",CHRISTIAN RECONQUEST OF PORTUGAL,"PORTUGAL, HOLLAND, WEID",ALMOHAD CALIPHATE,LAND,NO,"[""['Christian'"", ""'Moors'"", ""'Iberia'"", ""'Portugal'"", ""'Lisbon']"", 'PORTUGAL', 'HOLLAND', 'WEID', 'ALMOHAD CALIPHATE']",None,None
Aladja Dagh1877,TURKEY,40.5420371,43.3282333,22,ALADJA DAGH,1877.0,"['Russo', 'Turkey', 'Russian', 'Kars', 'Turks']",RUSSO-TURKISH WARS,RUSSIA,OTTOMAN EMPIRE,LAND,NO,"[""['Russo'"", ""'Turkey'"", ""'Russian'"", ""'Kars'"", ""'Turks']"", 'RUSSIA', 'OTTOMAN EMPIRE']",russia,None
Alalia-535,FRANCE,42.1151635,9.5137159,22,ALALIA,-535.0,"['Cathaginian', 'Greek', 'Etruria', 'Alalia', 'Corsica', 'Egypt']",CARTHAGINIAN-GREEK WARS,"CARTHAGE, ETRURIA",PHOCIAN GREEK ALALIA,SEA,NO,"[""['Cathaginian'"", ""'Greek'"", ""'Etruria'"", ""'Alalia'"", ""'Corsica'"", ""'Egypt']"", 'CARTHAGE', 'ETRURIA', 'PHOCIAN GREEK ALALIA']",None,None
Alam Halfa1942,EGYPT,30.7146302,29.137764,22,ALAM HALFA,1942.0,"['Northern Africa', 'Cairo', 'El Alamein']",['WORLD WAR II'],UNITED KINGDOM,"GERMANY, ITALY",LAND,NO,"[""['Northern Africa'"", ""'Cairo'"", ""'El Alamein']"", 'UNITED KINGDOM', 'GERMANY', 'ITALY']",united kingdom,None
Alamance Creek1771,UNITED STATES,36.0117388,-79.4253776,22,ALAMANCE CREEK,1771.0,"['American', 'Irish', 'British', 'Waddell']",AMERICAN COLONIAL WARS,UNITED KINGDOM,SCOTS-IRISH REBELS,LAND,NO,"[""['American'"", ""'Irish'"", ""'British'"", ""'Waddell']"", 'UNITED KINGDOM', 'SCOTS-IRISH REBELS']",united kingdom,None
Alambagh1857-1858,INDIA,26.8166485,80.9076582,22,ALAMBAGH,1857.0,"['Indian', 'British', 'Alambagh', 'Lucknow']",INDIAN MUTINY,UNITED KINGDOM,INDIAN REBELS,LAND,NO,"[""['Indian'"", ""'British'"", ""'Alambagh'"", ""'Lucknow']"", 'UNITED KINGDOM', 'INDIAN REBELS']",united kingdom,None
Alamo1836,UNITED STATES,29.4259671,-98.4883306,22,ALAMO,1836.0,"['Texan', 'Texas', 'San Antonio', 'Mexican', 'Texan']",TEXAN WAR OF INDEPENDENCE,MEXICO,TEXAN REBELS,LAND,NO,"[""['Texan'"", ""'Texas'"", ""'San Antonio'"", ""'Mexican'"", ""'Texan']"", 'MEXICO', 'TEXAN REBELS']",None,None
Alamut1256,IRAN,36.4450552,50.5858783,22,ALAMUT,1256.0,"['Persia', 'Muslim']",MONGOL INVASION OF THE MIDDLE EAST,MONGOLS,ASSASINS SECT,LAND,NO,"[""['Persia'"", ""'Muslim']"", 'MONGOLS', 'ASSASINS SECT']",None,None
Aland1918,FINLAND,60.1785247,19.9156105,23,ALAND,1918.0,"['Aland', 'Finland', 'Sweden', 'White', 'Russians', 'Swedish']",['FINNISH WAR'],DRAW,,LAND,NO,"[""['Aland'"", ""'Finland'"", ""'Sweden'"", ""'White'"", ""'Russians'"", ""'Swedish']"", 'DRAW', '']",None,None
Alarcos1195,SPAIN,38.9572651,-4.0111039,23,ALARCOS,1195.0,"['Christian', 'Spain', 'Spain', 'Muslim']",EARLY CHRISTIAN RECONQUEST OF SPAIN,ALMOHAD CALIPHATE,CASTILE,LAND,NO,"[""['Christian'"", ""'Spain'"", ""'Spain'"", ""'Muslim']"", 'ALMOHAD CALIPHATE', 'CASTILE']",None,None
Alavus1808,FINLAND,62.5864506,23.6099106,"SHOWALTER, P567",ALAVUS,1808.0,,NAPOLEONIC WARS (RUSSO-SWEDISH WAR),SWEDEN,RUSSIA,LAND,NO,"['', 'SWEDEN', 'RUSSIA']",russia,None
Alazan Creek1813,UNITED STATES,29.428461,-98.5360634,23,ALAZAN CREEK,1813.0,"['Alazan Creek', 'Spanish', 'Texas', 'Republican', 'American', 'San Antonio', 'Republicans', 'Medina']",GUTIERREZ-MAGEE EXPEDITION,"MEXICAN REBELS, AMERICAN 'FILIBUSTERS'",SPAIN,LAND,NO,"[""['Alazan Creek'"", ""'Spanish'"", ""'Texas'"", ""'Republican'"", ""'American'"", ""'San Antonio'"", ""'Republicans'"", ""'Medina']"", 'MEXICAN REBELS', ""AMERICAN 'FILIBUSTERS'"", 'SPAIN']",None,None
Alba de Tormes1809,SPAIN,40.8263217,-5.5177822,23,ALBA DE TORMES,1809.0,"['Napoleonic', 'Spanish']",NAPOLEONIC WARS,FRANCE,SPAIN,LAND,NO,"[""['Napoleonic'"", ""'Spanish']"", 'FRANCE', 'SPAIN']",france,None
Alba de Tormes1812,SPAIN,40.8263301,-5.5134048,23,ALBA DE TORMES,1812.0,"['Napoleonic', 'Portugal', 'Anglo', 'Wellington', 'Wellington']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),DRAW,,LAND,NO,"[""['Napoleonic'"", ""'Portugal'"", ""'Anglo'"", ""'Wellington'"", ""'Wellington']"", 'DRAW', '']",None,None
Albania1939,ALBANIA,41.153332,20.168331,23,ALBANIA,1939.0,"['Albania', 'Italian', 'Britain', 'Albania', 'Italian']","['WORLD WAR II', 'WORLD WAR II']",ITALY,ALBANIA,LAND,NO,"[""['Albania'"", ""'Italian'"", ""'Britain'"", ""'Albania'"", ""'Italian']"", 'ITALY', 'ALBANIA']",None,None
Albara1097,SYRIA,35.6879042,36.539177,23,ALBARA,1097.0,"['Syria', 'Duqaqs', 'Hama']",1ST CRUSADE,"CRUSADERS, TARANTO, FLANDERS",UMMAYAD CALIPHATE,LAND,NO,"[""['Syria'"", ""'Duqaqs'"", ""'Hama']"", 'CRUSADERS', 'TARANTO', 'FLANDERS', 'UMMAYAD CALIPHATE']",None,None
Albazin1685,RUSSIA,53.383291,124.095291,24,ALBAZIN,1685.0,Russo-Chinese Border War,RUSSIA,CHINA,,LAND,NO,"['Russo-Chinese Border War', 'CHINA', '']",china,None
Albermarle Sound1864,UNITED STATES,36.0599859,-76.4705667,24,ALBERMARLE SOUND,1864.0,"['American', 'North Carolina', 'Plymouth']",['CIVIL WAR'],CONFEDERATE STATES OF AMERICA,UNITED STATES,SEA,NO,"[""['American'"", ""'North Carolina'"", ""'Plymouth']"", 'CONFEDERATE STATES OF AMERICA', 'UNITED STATES']",united states,None
Albert1914,FRANCE,50.001357,2.651604,24,ALBERT,1914.0,"['French', 'German', 'German', 'Amiens', 'French']",['WORLD WAR I'],GERMANY,FRANCE,LAND,NO,"[""['French'"", ""'German'"", ""'German'"", ""'Amiens'"", ""'French']"", 'GERMANY', 'FRANCE']",france,None
Albert1916,FRANCE,50.001357,2.651604,24,ALBERT,1916.0,"['German', 'British']",['WORLD WAR'],DRAW,,LAND,NO,"[""['German'"", ""'British']"", 'DRAW', '']",None,None
Albert1918,FRANCE,50.001357,2.651604,24,ALBERT,1918.0,"['Amiens', 'British', 'Germans', 'Bapaume', 'German']",['WORLD WAR'],UNITED KINGDOM,GERMANY,LAND,NO,"[""['Amiens'"", ""'British'"", ""'Germans'"", ""'Bapaume'"", ""'German']"", 'UNITED KINGDOM', 'GERMANY']",united kingdom,None
Albufera1812,SPAIN,39.3388043,-0.3447564,24,ALBUFERA,1812.0,"['Napoleonic', 'Spanish', 'Valencia', 'French', 'Spanish']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),FRANCE,SPAIN,LAND,NO,"[""['Napoleonic'"", ""'Spanish'"", ""'Valencia'"", ""'French'"", ""'Spanish']"", 'FRANCE', 'SPAIN']",france,None
Albuhera1811,SPAIN,38.7170277,-6.8230414,24,ALBUHERA,1811.0,"['Napoleonic', 'Spanish', 'French', 'Albuhera', 'British']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),"UNITED KINGDOM, SPAIN, PORTUGAL",FRANCE,LAND,NO,"[""['Napoleonic'"", ""'Spanish'"", ""'French'"", ""'Albuhera'"", ""'British']"", 'UNITED KINGDOM', 'SPAIN', 'PORTUGAL', 'FRANCE']","france, united kingdom",None
Albulen1457,ALBANIA,41.5032876,19.7664452,25,ALBULEN,1457.0,"['Albanian', 'Turkish', 'Albania', 'Turks']",ALBANIAN-TURKISH WARS,ALBANIA,OTTOMAN EMPIRE,LAND,NO,"[""['Albanian'"", ""'Turkish'"", ""'Albania'"", ""'Turks']"", 'ALBANIA', 'OTTOMAN EMPIRE']",None,None
Albuquerque1811,SPAIN,39.2192059,-7.0000241,25,ALBUQUERQUE,1811.0,"['Napoleonic', 'Badajoz', 'French', 'Portuguese']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),FRANCE,SPAIN,LAND,NO,"[""['Napoleonic'"", ""'Badajoz'"", ""'French'"", ""'Portuguese']"", 'FRANCE', 'SPAIN']",france,None
Alcacer do Sol1158,PORTUGAL,38.3725007,-8.5110083,25,ALCACER DO SOL,1158.0,"['Christian', 'Portugal', 'Portugal', 'Muslims', 'Spain', 'England', 'Christian']",CHRISTIAN RECONQUEST OF PORTUGAL,"PORTUGAL, ENGLAND",ALMOHAD CALIPHATE,LAND,NO,"[""['Christian'"", ""'Portugal'"", ""'Portugal'"", ""'Muslims'"", ""'Spain'"", ""'England'"", ""'Christian']"", 'PORTUGAL', 'ENGLAND', 'ALMOHAD CALIPHATE']",united kingdom,None
Alcala la Real1810,SPAIN,37.4601627,-3.9351636,25,ALCALA LA REAL,1810.0,"['Napoleonic', 'French', 'Spanish']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),FRANCE,SPAIN,LAND,NO,"[""['Napoleonic'"", ""'French'"", ""'Spanish']"", 'FRANCE', 'SPAIN']",france,None
Alcala1340,SPAIN,37.4601627,-3.9351636,25,ALCALA,1340.0,"['Christian', 'Spain', 'Christian', 'Christians', 'Muslim', 'Algeciras']",LATER CHRISTIAN RECONQUEST OF SPAIN,CASTILLE,GRANADA,LAND,NO,"[""['Christian'"", ""'Spain'"", ""'Christian'"", ""'Christians'"", ""'Muslim'"", ""'Algeciras']"", 'CASTILLE', 'GRANADA']",None,None
Alcan~iz1809,SPAIN,41.0510353,-0.1335373,25,ALCAN~IZ,1809.0,"['Napoleonic', 'Aragon', 'French', 'Spanish', 'Alcan', 'Teruel', 'Blake']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),SPAIN,FRANCE,LAND,NO,"[""['Napoleonic'"", ""'Aragon'"", ""'French'"", ""'Spanish'"", ""'Alcan'"", ""'Teruel'"", ""'Blake']"", 'SPAIN', 'FRANCE']",france,None
Alcantara1580,PORTUGAL,38.7111371,-9.2012719,25,ALCANTARA,1580.0,"['Spanish-Portuguese', 'Spain', 'Portugal']",SPANISH-PORTUGUESE WAR,SPAIN,PORTUGAL,LAND,NO,"[""['Spanish-Portuguese'"", ""'Spain'"", ""'Portugal']"", 'SPAIN', 'PORTUGAL']",None,None
Alcantara1706,SPAIN,39.7169271,-6.8822281,26,ALCANTARA,1706.0,"['Spanish', 'Portuguese', 'Spanish', 'Alcantara', 'French', 'Madrid']",WAR OF SPANISH SUCCESSION,"ENGLAND, PORTUGAL",FRANCE,LAND,NO,"[""['Spanish'"", ""'Portuguese'"", ""'Spanish'"", ""'Alcantara'"", ""'French'"", ""'Madrid']"", 'ENGLAND', 'PORTUGAL', 'FRANCE']","france, united kingdom",None
Alcantara1809,SPAIN,39.7169271,-6.8822281,26,ALCANTARA,1809.0,"['Napoleonic', 'Portugal', 'Portuguese', 'Alcantara', 'Spain', 'French']",NAPOLEONIC WARS,FRANCE,"UNITED KINGDOM, PORTUGAL",LAND,NO,"[""['Napoleonic'"", ""'Portugal'"", ""'Portuguese'"", ""'Alcantara'"", ""'Spain'"", ""'French']"", 'FRANCE', 'UNITED KINGDOM', 'PORTUGAL']","france, united kingdom",None
Alcantra1839,MEXICO,27.5522322,-101.1776096,26,ALCANTRA,1839.0,"['Mexican', 'Federalist', 'Tampico', 'Texan', 'Indian', 'Centralist']",MEXICAN FEDERALIST WAR,MEXICAN FEDERALISTS,MEXICAN CENTRALISTS,LAND,NO,"[""['Mexican'"", ""'Federalist'"", ""'Tampico'"", ""'Texan'"", ""'Indian'"", ""'Centralist']"", 'MEXICAN FEDERALISTS', 'MEXICAN CENTRALISTS']",None,None
Alcazar1936,SPAIN,39.8579033,-4.0225283,26,ALCAZAR,1936.0,"['Spanish', 'Alcazar', 'Toledo']",['CIVIL WAR'],SPANISH NATIONALISTS,SPANISH REPUBLICANS,LAND,NO,"[""['Spanish'"", ""'Alcazar'"", ""'Toledo']"", 'SPANISH NATIONALISTS', 'SPANISH REPUBLICANS']",None,None
Alcazarquivir1578,MOROCCO,35.0035307,-5.9155369,26,ALCAZARQUIVIR,1578.0,"['Christian', 'Portugal', 'Morocco', 'Moorish', 'Sebastian', 'Tangier', 'Sebastian']",['MOROCCAN WAR'],FEZ,"PORTUGAL, MOORISH PRETENDER",LAND,NO,"[""['Christian'"", ""'Portugal'"", ""'Morocco'"", ""'Moorish'"", ""'Sebastian'"", ""'Tangier'"", ""'Sebastian']"", 'FEZ', 'PORTUGAL', 'MOORISH PRETENDER']",None,None
Alcolea1808,SPAIN,36.9730578,-2.9606844,26,ALCOLEA,1808.0,"['Napoleonic', 'Spain', 'Spanish', 'Spanish']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),FRANCE,SPAIN,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Napoleonic'"", ""'Spain'"", ""'Spanish'"", ""'Spanish']"", 'FRANCE', 'SPAIN']",france,None
Alcolea1868,SPAIN,36.9730578,-2.9606844,26,ALCOLEA,1868.0,"['Spanish', 'Spain', 'Royal', 'Alcolea', 'France']",SPANISH REVOLUTION,SPANISH REBELS,SPAIN,LAND,NO,"[""['Spanish'"", ""'Spain'"", ""'Royal'"", ""'Alcolea'"", ""'France']"", 'SPANISH REBELS', 'SPAIN']",None,None
Alcoraz1096,SPAIN,42.1671802,-0.5675011,26,ALCORAZ,1096.0,"['Christian', 'Spain', 'Aragon', 'Muslim', 'Spain', 'Alcoraz', 'Muslim', 'Castilian']",EARLY CHRISTIAN RECONQUEST OF SPAIN,ARAGON,ZARAGOZA,LAND,NO,"[""['Christian'"", ""'Spain'"", ""'Aragon'"", ""'Muslim'"", ""'Spain'"", ""'Alcoraz'"", ""'Muslim'"", ""'Castilian']"", 'ARAGON', 'ZARAGOZA']",None,None
Aldea del Ponte1811,PORTUGAL,40.4123563,-6.8909318,27,ALDEA DEL PONTE,1811.0,"['Napoleonic', 'Anglo', 'Ciudad', 'Aldea', 'Wellington']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),"UNITED KINGDOM, PORTUGAL",FRANCE,LAND,NO,"[""['Napoleonic'"", ""'Anglo'"", ""'Ciudad'"", ""'Aldea'"", ""'Wellington']"", 'UNITED KINGDOM', 'PORTUGAL', 'FRANCE']","france, united kingdom",None
Aldenhoven1793,GERMANY,50.8948824,6.2871221,27,ALDENHOVEN,1793.0,"['French', 'French', 'Austrian', 'Maastrich', 'Austrians']",FRENCH REVOLUTIONARY WARS (2ND COALITION),AUSTRIA,FRANCE,LAND,NO,"[""['French'"", ""'French'"", ""'Austrian'"", ""'Maastrich'"", ""'Austrians']"", 'AUSTRIA', 'FRANCE']",france,None
Aldenhoven1794,GERMANY,50.8948824,6.2871221,27,ALDENHOVEN,1794.0,"['French', 'Austrian', 'Aldenhoven', 'French', 'Cologne']",FRENCH REVOLUTIONARY WARS (1ST COALITION),FRANCE,AUSTRIA,LAND,NO,"[""['French'"", ""'Austrian'"", ""'Aldenhoven'"", ""'French'"", ""'Cologne']"", 'FRANCE', 'AUSTRIA']",france,None
Aldie1863,UNITED STATES,38.9756745,-77.6418724,27,ALDIE,1863.0,"['American', 'Gettysburg', 'Leesburg', 'Union']",AMERICAN CIVIL WAR,DRAW,,LAND,NO,"[""['American'"", ""'Gettysburg'"", ""'Leesburg'"", ""'Union']"", 'DRAW', '']",None,None
Alegaon1762,INDIA,20.3833858,76.854799,27,ALEGAON,1762.0,"['Hyder-', 'Udgir']",MARATHA WARS OF SUCCESSION,"RAGUNATH RAO, HYDERABAD",MADHAV RAO,LAND,NO,"[""['Hyder-'"", ""'Udgir']"", 'RAGUNATH RAO', 'HYDERABAD', 'MADHAV RAO']",None,None
Alegria del Pio1956,CUBA,19.8996456,-77.5223209,27,ALEGRIA DEL PIO,1956.0,"['Moncada', 'Mexico', 'Niquero', 'Cuba', 'Alegria del Pio']",['Y CUBAN REVOLUTION        '],BATISTA FORCES,CASTRO FORCES,LAND,NO,"[""['Moncada'"", ""'Mexico'"", ""'Niquero'"", ""'Cuba'"", ""'Alegria del Pio']"", 'BATISTA FORCES', 'CASTRO FORCES']",None,None
Alegria1834,SPAIN,42.8410353,-2.5126835,27,ALEGRIA,1834.0,"['Alegria', 'Spain', 'Vitoria', 'Salvatierra', 'Vitoria']",['CARLIST WAR        '],SPANISH CARLISTS,SPANISH LIBERALS,LAND,NO,"[""['Alegria'"", ""'Spain'"", ""'Vitoria'"", ""'Salvatierra'"", ""'Vitoria']"", 'SPANISH CARLISTS', 'SPANISH LIBERALS']",None,None
Aleksin1472,RUSSIA,54.5072013,37.0013226,27,ALEKSIN,1472.0,"['Russian', 'Moscow', 'Oka', 'Aleksin', 'Kaluga', 'Lithuanian', 'Russian']",RUSSIAN MONGOL WARS,RUSSIANS,MONGOLS,LAND,NO,"[""['Russian'"", ""'Moscow'"", ""'Oka'"", ""'Aleksin'"", ""'Kaluga'"", ""'Lithuanian'"", ""'Russian']"", 'RUSSIANS', 'MONGOLS']",None,None
Aleppo1086,SYRIA,36.2021047,37.1342603,28,ALEPPO,1086.0,"['Byzantine', 'Byzantine Empire', 'Anatolia', 'Antioch', 'Syria', 'Prince Tutush', 'Turkish', 'Anatolia']",BYZANTINE-TURKISH WARS,PRINCE TUTUSH,SULAIMAIN IBN KUTALMISH,LAND,NO,"[""['Byzantine'"", ""'Byzantine Empire'"", ""'Anatolia'"", ""'Antioch'"", ""'Syria'"", ""'Prince Tutush'"", ""'Turkish'"", ""'Anatolia']"", 'PRINCE TUTUSH', 'SULAIMAIN IBN KUTALMISH']",None,None
Aleppo1260,SYRIA,36.2021047,37.1342603,28,ALEPPO,1260.0,"['Iran', 'Baghdad', 'Syria', 'Aleppo', 'Sultan', 'Damascus', 'Mongols']",MONGOL INVASION OF THE MIDDLE EAST,MONGOLS,MUSLIMS,LAND,NO,"[""['Iran'"", ""'Baghdad'"", ""'Syria'"", ""'Aleppo'"", ""'Sultan'"", ""'Damascus'"", ""'Mongols']"", 'MONGOLS', 'MUSLIMS']",None,None
Aleppo1400,SYRIA,36.2021047,37.1342603,28,ALEPPO,1400.0,"['Syria', 'Mongols', 'Syria']",CONQUESTS OF TAMERLANE,TIMURID MONGOLS,MAMLUKES,LAND,NO,"[""['Syria'"", ""'Mongols'"", ""'Syria']"", 'TIMURID MONGOLS', 'MAMLUKES']",None,None
Aleppo1918,SYRIA,36.2021047,37.1342603,28,ALEPPO,1918.0,"['Damascus', 'British', 'Turks', 'Turkey']",['WORLD WAR'],"BRITISH, ARAB REBELS",TURKEY,LAND,NO,"[""['Damascus'"", ""'British'"", ""'Turks'"", ""'Turkey']"", 'BRITISH', 'ARAB REBELS', 'TURKEY']",united kingdom,None
